14065,03,04,05,08,10,22,06, ,"50,353,786",14,"5,000,000",131,"174,687","331,291,864",2014-06-10
14064,02,09,15,16,29,32,14, ,"51,701,734",14,"5,000,000",287,"76,848","362,553,032",2014-06-08
14063,03,08,17,21,22,31,16, ,"55,534,992",8,"5,000,000",224,"97,522","318,559,312",2014-06-05
14062,06,09,15,24,25,26,09, ,"30,000,000",58,"1,557,886",396,"22,689","324,555,900",2014-06-03
14061,02,14,17,27,28,31,08, ,"63,402,256",16,"5,000,000",210,"105,096","348,086,982",2014-06-01
14060,03,05,14,18,25,33,06, ,"77,191,491",1,"5,000,000",156,"104,288","332,537,430",2014-05-29
14059,05,08,12,13,23,25,13, ,"33,384,288",14,"5,000,000",192,"117,768","332,914,310",2014-05-27
14058,02,03,12,13,14,25,11, ,"35,549,494",38,"5,136,638",213,"30,471","395,239,936",2014-05-25
14057,02,04,12,18,23,31,08, ,"211,270,800",6,"8,117,313",92,"254,128","357,051,002",2014-05-22
14056,01,11,18,20,28,29,01, ,"189,835,134",6,"8,207,897",117,"205,634","355,820,816",2014-05-20
14055,02,09,14,19,21,30,04, ,"166,904,832",8,"6,995,330",141,"141,512","399,255,230",2014-05-18
14054,01,04,05,11,29,30,14, ,"163,007,572",14,"6,152,102",331,"73,094","362,404,232",2014-05-15
14053,14,17,19,22,26,31,02, ,"192,683,993",1,"10,000,000",80,"385,716","357,050,160",2014-05-13
14052,09,13,15,28,30,33,08, ,"130,683,658",14,"5,815,978",152,"112,733","388,520,458",2014-05-11
14051,10,16,19,21,23,24,13, ,"172,124,407",7,"8,087,544",69,"469,843","355,097,144",2014-05-08
14050,03,17,23,25,26,32,13, ,"153,092,388",6,"7,990,218",117,"230,016","356,974,970",2014-05-06
14049,06,07,16,17,23,32,06, ,"138,239,115",15,"6,218,403",176,"155,761","395,100,460",2014-05-04
14048,06,09,16,17,24,25,16, ,"167,548,980",10,"6,699,431",209,"121,968","328,158,768",2014-05-01
14047,08,10,11,12,19,29,15, ,"175,063,188",6,"8,550,289",231,"138,322","367,083,108",2014-04-29
14046,02,10,11,17,18,22,10, ,"151,808,850",10,"6,137,017",121,"140,952","407,325,576",2014-04-27
14045,02,04,09,11,19,22,15, ,"173,383,408",22,"5,886,964",128,"228,670","375,431,708",2014-04-24
14044,04,09,21,27,28,33,12, ,"234,600,372",4,"9,396,243",136,"193,951","373,074,342",2014-04-22
14043,02,05,09,14,24,33,09, ,"210,637,936",16,"5,583,245",118,"118,626","415,843,112",2014-04-20
14042,12,15,20,25,28,33,14, ,"267,308,119",0,0,90,"415,420","373,018,334",2014-04-17
14041,07,11,16,18,21,22,02, ,"180,069,774",2,"10,000,000",93,"324,163","365,242,842",2014-04-15
14040,03,04,06,11,12,15,08, ,"129,726,387",9,"6,499,969",119,"170,164","406,009,192",2014-04-13
14039,03,11,15,19,20,31,07, ,"140,977,080",5,"5,000,000",274,"110,166","363,687,932",2014-04-10
14038,04,07,22,23,24,33,16, ,"95,544,036",9,"5,000,000",111,"293,443","356,364,376",2014-04-08
14037,06,13,14,24,25,30,07, ,"64,542,096",18,"5,872,936",261,"90,303","385,617,546",2014-04-06
14036,01,07,08,09,11,22,03, ,"115,259,940",30,"5,349,374",351,"44,791","378,585,748",2014-04-03
14035,07,08,09,17,32,33,06, ,"239,056,900",10,"6,852,544",199,"139,639","385,901,784",2014-04-01
14034,01,03,04,08,25,31,06, ,"242,743,280",20,"5,471,886",102,"138,790","432,189,956",2014-03-30
14033,05,13,23,28,32,33,12, ,"319,148,956",17,"5,965,697",303,"81,271","403,193,612",2014-03-27
14032,01,02,14,22,29,33,07, ,"363,106,803",3,"10,000,000",94,"281,203","397,424,848",2014-03-25
14031,04,10,16,17,21,27,14, ,"331,429,504",16,"6,710,711",368,"111,568","443,595,958",2014-03-23
14030,12,18,19,23,24,30,10, ,"343,001,056",8,"7,352,776",208,"135,737","396,594,924",2014-03-20
14029,02,07,14,16,21,29,14, ,"335,945,528",8,"8,317,056",137,"290,545","396,072,528",2014-03-18
14028,06,16,21,27,30,32,05, ,"309,604,392",8,"7,421,842",72,"403,640","435,709,368",2014-03-16
14027,08,10,14,16,30,31,01, ,"301,167,546",2,"10,000,000",75,"494,198","384,105,632",2014-03-13
14026,01,02,05,06,11,23,14, ,"234,682,846",2,"10,000,000",135,"249,376","376,888,174",2014-03-11
14025,01,05,10,14,16,30,16, ,"176,129,274",3,"10,000,000",96,"463,736","420,328,670",2014-03-09
14024,08,10,16,20,23,30,09, ,"102,252,288",24,"5,494,247",288,"61,780","380,942,014",2014-03-06
14023,07,09,13,17,21,22,10, ,"192,597,457",13,"6,506,941",178,"165,086","379,325,720",2014-03-04
14022,04,06,07,10,21,26,16, ,"208,621,864",8,"7,916,237",110,"318,134","422,477,050",2014-03-02
14021,08,10,15,17,22,29,12, ,"190,297,125",9,"6,781,386",119,"202,090","376,012,996",2014-02-27
14020,09,14,17,23,24,25,15, ,"195,215,928",4,"10,000,000",118,"312,907","369,800,298",2014-02-25
14019,02,10,15,19,20,21,07, ,"149,062,025",5,"6,752,686",95,"138,369","409,381,396",2014-02-23
14018,13,17,18,21,30,33,15, ,"152,153,450",5,"5,000,000",51,"738,936","366,787,508",2014-02-20
14017,04,06,07,14,25,26,10, ,"89,220,000",24,"5,330,216",218,"54,531","354,286,552",2014-02-18
14016,02,03,07,13,21,24,08, ,"189,407,019",3,"10,000,000",106,"265,652","394,728,698",2014-02-16
14015,02,11,19,30,32,33,09, ,"153,702,230",11,"6,247,355",101,"203,775","345,827,928",2014-02-13
14014,04,09,19,22,25,29,15, ,"174,399,960",10,"6,994,695",128,"233,753","340,281,006",2014-02-11
14013,05,09,13,15,17,21,13, ,"174,532,572",12,"6,357,176",127,"192,355","447,850,102",2014-02-09
14012,01,08,11,19,21,24,08, ,"193,817,286",6,"7,572,430",79,"293,061","364,615,256",2014-01-28
14011,09,10,13,14,21,32,02, ,"185,230,836",7,"7,928,774",120,"256,267","400,827,700",2014-01-26
14010,05,07,08,20,31,33,11, ,"168,977,284",2,"10,000,000",207,"127,770","359,922,428",2014-01-23
14009,08,09,19,20,25,32,16, ,"127,264,176",6,"5,000,000",229,"108,965","348,408,848",2014-01-21
14008,05,14,16,21,29,30,12, ,"99,040,432",8,"5,000,000",189,"182,182","392,135,484",2014-01-19
14007,08,10,12,14,18,28,14, ,"58,697,890",13,"5,000,000",198,"137,874","346,606,050",2014-01-16
14006,03,04,07,17,21,27,14, ,"30,000,000",70,"4,194,362",296,"81,603","369,941,458",2014-01-14
14005,15,18,23,27,32,33,04, ,"237,244,320",6,"9,383,724",77,"512,383","414,088,906",2014-01-12
14004,01,04,19,22,24,25,15, ,"201,488,460",5,"9,580,091",113,"303,988","373,155,800",2014-01-09
14003,06,10,11,28,30,33,12, ,"169,237,320",6,"7,804,024",147,"171,674","363,993,362",2014-01-07
14002,04,21,23,31,32,33,04, ,"157,176,954",6,"8,403,112",105,"291,695","408,021,124",2014-01-05
14001,03,09,15,20,27,29,01, ,"136,130,274",3,"5,000,000",139,"251,264","371,341,368",2014-01-02
13154,07,11,14,19,24,29,05, ,"69,636,912",16,"5,625,000",182,"172,542","382,836,786",2013-12-31
13153,08,11,13,18,28,33,10, ,"76,364,070",6,"6,666,666",116,"282,133","394,373,774",2013-12-29
13152,04,06,14,16,18,29,05, ,"30,000,000",28,"2,774,257",213,"75,813","353,968,798",2013-12-26
13151,03,09,10,19,28,33,09, ,"30,000,000",45,"5,051,762",391,"31,951","376,460,226",2013-12-24
13150,01,15,16,25,26,29,10, ,"188,178,865",5,"11,579,919",93,"369,348","409,001,896",2013-12-22
13149,09,18,25,26,30,32,11, ,"155,929,878",9,"8,188,009",117,"239,642","369,490,424",2013-12-19
13148,06,11,12,14,17,22,01, ,"154,199,665",5,"11,973,853",120,"310,865","354,333,120",2013-12-17
13147,02,15,16,17,19,30,08, ,"117,026,496",18,"6,544,074",132,"202,197","400,947,352",2013-12-15
13146,08,20,25,30,32,33,01, ,"162,543,128",4,"7,500,000",147,"261,336","404,451,866",2013-12-12
13145,06,10,13,16,23,24,15, ,"92,904,565",13,"5,769,230",237,"105,672","364,933,776",2013-12-10
13144,05,07,12,19,27,31,02, ,"99,467,508",12,"5,833,333",308,"106,753","406,764,784",2013-12-08
13143,12,18,21,22,27,32,11, ,"82,747,368",8,"6,250,000",90,"280,224","364,973,022",2013-12-05
13142,11,12,14,20,22,29,14, ,"63,900,184",8,"6,250,000",119,"266,147","356,100,256",2013-12-03
13141,03,04,05,25,30,31,04, ,"30,000,000",25,"4,151,240",180,"40,462","409,703,546",2013-12-01
13140,01,05,12,13,21,22,10, ,"76,786,944",4,"7,500,000",125,"228,983","359,556,480",2013-11-28
13139,07,08,11,13,21,27,08, ,"30,000,000",25,"4,905,577",184,"89,406","372,082,440",2013-11-26
13138,04,15,16,24,27,28,03, ,"74,254,260",10,"6,000,000",161,"194,166","402,650,432",2013-11-24
13137,04,17,19,23,24,27,10, ,"51,312,261",27,"5,953,328",420,"56,213","379,293,130",2013-11-21
13136,04,06,14,16,18,26,06, ,"116,962,560",12,"7,096,267",139,"163,545","369,164,734",2013-11-19
13135,09,23,24,25,29,31,12, ,"139,074,525",5,"7,000,000",113,"309,968","406,720,240",2013-11-17
13134,01,17,18,19,25,29,10, ,"82,346,272",16,"6,687,967",118,"216,196","372,289,714",2013-11-14
13133,04,07,12,19,22,25,01, ,"119,827,596",12,"7,671,892",248,"133,443","361,709,328",2013-11-12
13132,20,21,22,23,25,27,12, ,"124,670,825",25,"6,197,955",176,"170,018","420,848,208",2013-11-10
13131,04,06,12,17,19,26,09, ,"199,798,632",18,"6,291,307",130,"152,810","388,319,260",2013-11-07
13130,01,03,15,16,31,33,08, ,"256,689,792",12,"7,637,890",115,"282,452","385,080,972",2013-11-05
13129,05,06,10,14,27,31,14, ,"262,553,088",4,"12,500,000",144,"299,336","418,710,844",2013-11-03
13128,07,13,17,19,25,31,08, ,"201,975,928",8,"8,483,315",156,"171,793","381,844,688",2013-10-31
13127,02,03,13,20,22,33,14, ,"197,309,615",5,"11,767,862",216,"165,550","376,726,836",2013-10-29
13126,04,10,19,27,31,33,16, ,"162,711,340",5,"12,000,000",155,"247,917","408,866,622",2013-10-27
13125,04,06,08,18,25,28,16, ,"123,047,728",8,"9,047,241",308,"108,983","372,984,566",2013-10-24
13124,03,09,15,23,25,30,07, ,"107,102,896",8,"5,000,000",140,"186,561","347,249,642",2013-10-22
13123,01,02,06,11,17,25,02, ,"86,159,328",12,"5,000,000",109,"277,152","385,822,278",2013-10-20
13122,07,10,13,15,26,27,11, ,"75,670,240",10,"5,000,000",173,"161,020","345,544,080",2013-10-17
13121,04,05,06,07,25,27,07, ,"60,671,480",5,"5,000,000",155,"135,981","337,100,116",2013-10-15
13120,05,06,13,18,23,31,11, ,"36,491,411",47,"5,263,001",447,"41,480","404,684,072",2013-10-13
13119,05,15,20,22,26,32,09, ,"240,588,702",9,"6,880,734",83,"305,902","357,071,040",2013-10-10
13118,02,03,17,22,32,33,16, ,"243,272,184",6,"8,693,827",93,"357,467","343,511,272",2013-10-08
13117,09,12,13,24,27,33,16, ,"217,864,773",19,"6,129,010",232,"138,693","368,579,726",2013-10-06
13116,12,15,21,26,32,33,07, ,"259,236,778",2,"10,000,000",148,"194,817","312,633,700",2013-10-03
13115,03,12,16,17,18,27,08, ,"211,959,722",13,"6,116,365",122,"178,435","319,974,332",2013-10-01
13114,04,06,17,21,23,33,07, ,"240,677,850",5,"10,000,000",97,"389,940","398,506,774",2013-09-29
13113,04,07,11,17,24,33,09, ,"202,421,233",7,"7,162,340",147,"154,452","353,992,568",2013-09-26
13112,01,06,12,13,22,31,07, ,"199,580,280",12,"6,452,204",77,"339,476","344,881,702",2013-09-24
13111,01,02,03,06,08,33,13, ,"216,014,150",22,"5,988,146",252,"129,400","401,502,238",2013-09-22
13110,15,17,18,21,29,32,13, ,"271,666,100",4,"9,320,948",56,"462,958","341,867,256",2013-09-19
13109,09,23,24,27,29,32,08, ,"248,456,620",5,"7,299,549",103,"167,442","351,155,742",2013-09-17
13108,16,21,22,28,31,32,05, ,"244,712,259",3,"10,000,000",60,"488,705","384,725,718",2013-09-15
13107,07,09,11,17,28,31,11, ,"206,293,472",7,"7,784,397",120,"243,634","349,907,348",2013-09-12
13106,09,11,23,30,31,32,06, ,"192,566,520",4,"8,223,793",77,"251,204","344,715,810",2013-09-10
13105,01,11,23,27,31,32,09, ,"180,328,590",5,"8,502,830",70,"375,303","380,197,404",2013-09-08
13104,01,02,04,15,17,28,11, ,"161,543,208",4,"10,000,000",88,"351,414","339,771,188",2013-09-05
13103,02,04,09,13,18,20,07, ,"129,386,045",5,"8,329,891",111,"224,992","329,389,008",2013-09-03
13102,02,04,05,06,08,16,03, ,"112,762,404",12,"6,847,743",142,"234,220","374,113,680",2013-09-01
13101,05,07,09,23,27,32,01, ,"117,330,108",4,"7,726,709",83,"197,111","339,246,710",2013-08-29
13100,04,08,11,14,16,20,11, ,"110,063,013",0,0,61,"370,237","324,850,520",2013-08-27
13099,05,11,20,21,26,31,03, ,"57,365,841",13,"5,000,000",173,"150,911","359,490,506",2013-08-25
13098,07,15,18,19,20,26,14, ,"61,447,820",28,"5,506,770",291,"73,142","333,979,300",2013-08-22
13097,05,14,17,22,23,25,07, ,"165,973,926",3,"10,000,000",152,"175,954","326,153,582",2013-08-20
13096,01,02,22,28,29,30,15, ,"133,568,694",9,"7,504,350",112,"301,863","364,530,978",2013-08-18
13095,01,06,15,19,28,29,10, ,"122,220,820",5,"5,000,000",144,"183,210","321,839,422",2013-08-15
13094,02,04,14,18,20,22,07, ,"85,662,203",11,"5,984,697",113,"143,783","320,217,972",2013-08-13
13093,01,02,08,26,29,31,14, ,"113,583,018",2,"5,000,000",111,"325,606","345,826,922",2013-08-11
13092,07,11,15,21,26,31,06, ,"39,250,888",8,"5,000,000",103,"204,927","311,052,518",2013-08-08
13091,04,14,24,25,28,31,10, ,"30,000,000",22,"3,362,188",61,"308,909","308,670,790",2013-08-06
13090,02,05,11,23,24,29,08, ,"30,000,000",46,"3,882,974",154,"13,183","372,773,264",2013-08-04
13089,04,08,12,19,21,25,13, ,"173,879,650",14,"6,155,652",210,"115,565","337,088,774",2013-08-01
13088,09,15,20,21,22,24,14, ,"203,431,818",3,"10,000,000",119,"265,091","332,225,112",2013-07-30
13087,02,13,19,23,24,28,05, ,"159,824,838",6,"7,813,525",121,"209,270","364,306,204",2013-07-28
13086,02,04,11,13,16,26,11, ,"147,621,963",3,"10,000,000",80,"311,029","326,453,274",2013-07-25
13085,02,08,12,14,16,32,16, ,"119,563,094",7,"8,042,847",135,"236,665","330,145,456",2013-07-23
13084,05,07,09,11,20,21,03, ,"101,313,260",10,"6,976,187",136,"217,961","373,588,034",2013-07-21
13083,05,06,12,14,19,23,09, ,"101,908,566",18,"5,326,203",225,"39,144","338,036,388",2013-07-18
13082,04,13,14,20,22,30,06, ,"177,229,420",5,"8,012,017",178,"126,910","326,611,872",2013-07-16
13081,01,04,10,13,21,31,13, ,"164,579,200",4,"10,000,000",122,"273,751","359,745,012",2013-07-14
13080,10,11,12,23,28,32,16, ,"126,651,295",5,"8,444,709",103,"250,828","327,918,824",2013-07-11
13079,07,13,17,19,22,26,13, ,"108,592,428",12,"6,446,471",102,"255,259","320,512,624",2013-07-09
13078,03,05,17,18,26,27,15, ,"125,198,288",8,"5,000,000",223,"143,305","355,637,236",2013-07-07
13077,09,14,23,24,26,29,03, ,"90,631,848",31,"5,415,508",186,"103,877","333,114,166",2013-07-04
13076,14,23,24,26,29,30,03, ,"213,429,920",1,"10,000,000",43,"750,283","326,689,120",2013-07-02
13075,04,06,09,25,30,33,14, ,"148,151,453",0,0,47,"656,915","358,276,246",2013-06-30
13074,03,06,08,14,19,32,03, ,"76,109,739",3,"5,000,000",101,"253,083","320,654,782",2013-06-27
13073,02,09,13,17,20,28,11, ,"31,466,432",19,"5,000,000",185,"99,780","324,559,238",2013-06-25
13072,02,08,11,14,19,33,09, ,"83,394,408",2,"5,000,000",144,"183,800","351,392,580",2013-06-23
13071,05,12,21,23,26,28,09, ,"31,637,441",11,"5,000,000",173,"70,271","311,914,552",2013-06-20
13070,02,03,09,10,28,30,06, ,"58,271,360",13,"5,000,000",152,"178,396","296,577,242",2013-06-18
13069,07,16,17,18,30,33,06, ,"30,000,000",105,"2,083,167",190,"187,552","369,339,396",2013-06-16
13068,02,07,13,20,25,27,06, ,"135,584,520",10,"6,912,312",203,"141,303","329,872,238",2013-06-13
13067,01,04,09,15,22,30,06, ,"137,776,720",16,"5,889,617",163,"130,986","309,743,864",2013-06-11
13066,01,03,16,17,20,32,07, ,"182,192,048",8,"6,025,818",96,"128,227","368,087,166",2013-06-09
13065,07,18,19,23,29,30,02, ,"201,675,690",5,"9,309,082",165,"195,867","334,460,176",2013-06-06
13064,01,09,13,22,25,32,12, ,"172,812,165",5,"9,400,977",72,"458,435","328,102,052",2013-06-04
13063,10,15,18,20,23,31,12, ,"142,799,949",3,"5,000,000",84,"380,751","354,390,256",2013-06-02
13062,01,06,07,19,22,27,02, ,"83,172,610",2,"5,000,000",102,"265,431","313,979,568",2013-05-30
13061,05,06,07,12,13,18,12, ,"30,000,000",43,"3,509,802",830,"20,959","335,064,726",2013-05-28
13060,05,07,10,13,19,20,15, ,"110,329,152",8,"5,000,000",206,"106,307","368,726,696",2013-05-26
13059,03,10,18,24,27,29,09, ,"99,230,450",11,"5,562,668",134,"69,283","339,381,758",2013-05-23
13058,08,11,17,21,23,24,05, ,"138,757,060",13,"6,573,318",243,"126,253","338,075,776",2013-05-21
13057,13,16,19,23,26,28,05, ,"152,624,208",6,"7,927,462",146,"180,460","367,207,180",2013-05-19
13056,03,12,25,26,28,29,16, ,"138,712,270",5,"8,816,637",88,"325,281","330,573,576",2013-05-16
13055,08,18,19,22,27,32,06, ,"116,004,306",6,"7,991,149",97,"277,529","328,924,474",2013-05-14
13054,03,04,08,14,21,28,14, ,"101,137,064",14,"5,000,000",202,"172,767","367,209,526",2013-05-12
13053,03,12,13,22,30,33,14, ,"89,705,790",5,"5,000,000",132,"215,385","327,360,018",2013-05-09
13052,06,07,14,21,22,24,13, ,"48,367,032",8,"5,000,000",104,"240,523","320,719,928",2013-05-07
13051,08,12,15,19,28,29,02, ,"30,000,000",33,"5,479,124",450,"61,706","377,856,082",2013-05-05
13050,03,07,13,18,22,25,03, ,"116,018,802",9,"7,054,027",228,"121,620","331,969,178",2013-05-02
13049,10,13,14,16,21,32,14, ,"114,803,190",2,"5,000,000",41,"727,853","295,889,902",2013-04-30
13048,10,13,17,28,30,32,04, ,"55,171,877",37,"5,456,927",119,"213,104","379,712,106",2013-04-28
13047,01,08,11,17,27,30,12, ,"167,906,106",6,"8,654,750",116,"283,558","347,274,348",2013-04-25
13046,03,16,19,20,24,26,06, ,"143,084,851",7,"8,147,262",95,"347,855","352,094,234",2013-04-23
13045,06,07,08,14,23,31,12, ,"123,007,759",7,"7,557,675",138,"194,605","389,847,482",2013-04-21
13044,03,05,11,18,26,28,06, ,"113,248,452",12,"6,411,138",337,"75,372","355,471,956",2013-04-18
13043,03,06,14,15,17,25,16, ,"130,914,304",16,"5,481,602",247,"46,795","358,568,922",2013-04-16
13042,01,08,12,13,15,33,03, ,"191,650,228",7,"8,484,594",131,"279,299","396,763,590",2013-04-14
13041,02,10,12,17,23,24,05, ,"165,669,831",3,"10,000,000",295,"88,126","358,260,706",2013-04-11
13040,02,04,10,12,17,30,10, ,"135,009,567",11,"6,144,278",125,"151,044","352,650,578",2013-04-09
13039,01,02,14,15,24,29,06, ,"158,541,908",7,"8,030,721",94,"338,538","390,740,078",2013-04-07
13038,09,10,12,14,15,19,11, ,"140,504,290",5,"8,453,347",95,"272,632","328,400,842",2013-04-04
13037,02,15,18,27,28,32,14, ,"122,337,450",6,"7,287,992",157,"131,158","350,336,028",2013-04-02
13036,04,05,09,27,29,31,13, ,"118,017,567",9,"7,536,121",182,"188,118","393,497,514",2013-03-31
13035,01,14,15,17,26,30,02, ,"105,954,843",3,"5,000,000",78,"405,085","351,498,872",2013-03-28
13034,06,15,20,22,26,33,09, ,"47,229,360",8,"5,000,000",83,"273,693","339,315,898",2013-03-26
13033,05,06,13,17,19,28,01, ,"34,224,132",44,"5,355,031",567,"41,326","397,248,028",2013-03-24
13032,04,21,25,29,30,33,03, ,"185,170,708",2,"10,000,000",68,"438,576","365,616,360",2013-03-21
13031,03,13,14,15,21,33,03, ,"135,583,170",10,"6,553,055",125,"186,366","365,951,410",2013-03-19
13030,07,14,18,25,26,29,06, ,"146,756,785",7,"7,771,195",140,"207,839","405,193,314",2013-03-17
13029,06,07,10,19,23,29,12, ,"133,260,864",12,"6,611,365",473,"61,320","367,189,222",2013-03-14
13028,07,08,14,25,26,28,13, ,"144,919,914",6,"7,577,370",149,"155,680","363,477,764",2013-03-12
13027,01,02,04,12,21,24,12, ,"136,259,354",11,"6,848,640",126,"242,083","401,897,672",2013-03-10
13026,04,11,14,15,22,31,11, ,"140,421,744",4,"9,397,355",95,"277,727","357,237,076",2013-03-07
13025,16,17,18,24,25,30,08, ,"116,448,192",27,"5,431,843",126,"138,806","365,053,994",2013-03-05
13024,04,05,13,23,27,30,09, ,"222,298,732",17,"5,847,975",191,"113,211","397,860,528",2013-03-03
13023,03,06,15,18,30,32,05, ,"271,259,788",4,"10,000,000",145,"215,645","359,844,386",2013-02-28
13022,02,04,07,09,15,20,07, ,"238,299,864",6,"6,902,732",79,"216,766","349,104,140",2013-02-26
13021,01,06,17,19,26,31,11, ,"239,758,883",7,"7,342,133",104,"236,465","386,291,388",2013-02-24
13020,01,07,08,12,16,21,01, ,"233,771,560",5,"9,109,602",145,"212,565","337,611,102",2013-02-21
13019,01,02,05,16,20,26,06, ,"207,401,535",5,"8,107,555",93,"250,609","316,958,200",2013-02-19
13018,02,08,13,28,29,30,05, ,"193,557,090",10,"6,796,488",273,"98,708","364,752,666",2013-02-17
13017,04,06,12,30,31,32,09, ,"198,644,874",3,"10,000,000",93,"291,681","339,247,106",2013-02-07
13016,02,05,06,12,14,28,05, ,"165,350,088",12,"5,755,587",99,"137,379","327,207,104",2013-02-05
13015,05,06,07,11,13,18,15, ,"202,682,481",3,"10,000,000",158,"222,295","377,989,410",2013-02-03
13014,02,04,05,17,19,20,08, ,"150,729,380",20,"5,786,249",235,"100,372","348,187,310",2013-01-31
13013,05,06,13,19,22,28,09, ,"211,416,895",19,"5,961,726",259,"105,827","351,745,408",2013-01-29
